"Participant","Age","Gender","Lote","Proficiency","Age_Englsh","Age_Lote","Item.number","Type","Value","Lexicalization","Bias","Order","Group","Context"
59,19,"Female","na","My English is stronger.","Native","English- native Albanian- 5 y/o",42,"experiment",82,108.5,"Good","Filler","C","Tina and her boyfriend%2C Leo%2C went out for a drive in the country. After a while they found a country store and went in.  Tina bought some candy and a few apples."
59,19,"Female","na","My English is stronger.","Native","English- native Albanian- 5 y/o",43,"experiment",26,17,"Rep","VPO","C","While Charlotte was fishing with her dad%2C she caught a plump%2C 11-inch bass. She carried the fish over to a bucket on the dock and put it in.  Suddenly the fish jumped out of the bucket%2C landing on the dock.  Charlotte picked it up and walked back over to the bucket."
59,19,"Female","na","My English is stronger.","Native","English- native Albanian- 5 y/o",44,"experiment",0,109,"Bad","Filler","C","Lenny was excited to watch the basketball championship game and invited his friends over.  Everyone had work to do%2C though%2C and none of his friends could make it."
59,19,"Female","na","My English is stronger.","Native","English- native Albanian- 5 y/o",45,"experiment",20,18,"Rep","VOP","C","It was the first day of fall exam week at Kennedy High School.  Principal Chen printed a sign  asking students to please be as quiet as possible in the halls.  He taped it up on the front door. As he left for lunch that day%2C he found the sign ripped down%2C lying on the front steps."
59,19,"Female","na","My English is stronger.","Native","English- native Albanian- 5 y/o",46,"experiment",0,109.5,"Good","Filler","C","Liam and his friend Nate each have two older sisters.  Liam's sisters are nice and get along well with each other and with Liam."
59,19,"Female","na","My English is stronger.","Native","English- native Albanian- 5 y/o",47,"experiment",0,19,"Res","U","C","In a tree in Dashaun's backyard%2C a pair of robins built a nest and the mother soon laid an egg.  The egg hatched and Dashaun watched the baby robin  grow. One day%2C when the parents were away from the nest%2C the baby bird fell out of the nest.  Dashaun got a ladder from the garage."
59,19,"Female","na","My English is stronger.","Native","English- native Albanian- 5 y/o",48,"experiment",24,110,"Bad","Filler","C","Lucy's two daughters normally like exactly the same foods.  But they differ when it comes to sushi%2C which Emily loves but Monica hates."
59,19,"Female","na","My English is stronger.","Native","English- native Albanian- 5 y/o",49,"experiment",56,20,"Res","VPO","C","Cameron was looking forward to the burrito he had just bought.  As he unwrapped it%2C one of the corners of the burrito came open and a piece of chicken stuck out.  Cameron was annoyed."
59,19,"Female","na","My English is stronger.","Native","English- native Albanian- 5 y/o",50,"experiment",0,110.5,"Good","Filler","C","When they were little%2C Sam and his brother thought that Burger King was a real person."
59,19,"Female","na","My English is stronger.","Native","English- native Albanian- 5 y/o",51,"experiment",64,21,"Res","VOP","C","Melissa finally spotted a parking space.  It was near where some workers were doing road repairs.  As she was backing in%2C she knocked over an orange traffic cone.  As she climbed out of the car%2C she noticed the cone tipped over behind her car."
59,19,"Female","na","My English is stronger.","Native","English- native Albanian- 5 y/o",52,"experiment",80,111,"Bad","Filler","C","Becky was an all star at calculus--the top student that all the other students came to for help. Fortunately for all the students%2C the midterm was much easier than everyone expected."
59,19,"Female","na","My English is stronger.","Native","English- native Albanian- 5 y/o",53,"experiment",0,22,"Rep","U","C","Denise%2C a pre-school teacher%2C was supervising children playing in the schoolyard.  Four-year-old Raquel tripped%2C fell down and began crying. Denise ran to her and picked her up.  Not two minutes later%2C Raquel was knocked over by a bigger boy and began crying again.  Denise went back over to her."
59,19,"Female","na","My English is stronger.","Native","English- native Albanian- 5 y/o",54,"experiment",53,111.5,"Good","Filler","C","Tony and Margaret were about to give their big presentation. Tony%2C who was more nervous than Margaret%2C was sweating and couldn't keep his hands still."
59,19,"Female","na","My English is stronger.","Native","English- native Albanian- 5 y/o",55,"experiment",45,23,"Rep","VPO","C","It was time to clean the gutters on Amanda's house.  She got a ladder from the garage and put it up on the side of the house.  As Amanda was gathering her tools before climbing the ladder%2C her dog bumped the ladder%2C knocking it over.  Amanda cursed."
59,19,"Female","na","My English is stronger.","Native","English- native Albanian- 5 y/o",56,"experiment",99,112,"Bad","Filler","C","Julie%2C a zoologist%2C explained that female baboons' chests get red when they are pregnant.  But other things can cause a reddened chest%2C too. "
59,19,"Female","na","My English is stronger.","Native","English- native Albanian- 5 y/o",57,"experiment",99,24,"Rep","VOP","C","Sam and Alex decided to celebrate their anniversary with a bottle of wine and a picnic in the park.  Sam uncorked the bottle and served the wine.   When it was time to go%2C there was still wine in the bottle%2C so Sam put the cork back in and took the bottle home%2C where they had another glass of the wine.  At the end of the evening%2C they still had a bit of the wine left%2C which Sam decided to save."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,10,"experiment",99,100.5,"Good","Filler","D","Manuel and his daughter Violet went out for dinner.  Manuel encourages his family not to eat meat."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,11,"experiment",99,1,"Rep","VOP","D","Maria was playing ball on the sidewalk.  Her mischievous older brother%2C Alex%2C came by and knocked her down.  She then got up.  Soon%2C Alex came jogging around the corner a second time."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,12,"experiment",14,101,"Bad","Filler","D","Detective Jackson narrowed the murder suspects to just four: Louis%2C Janet%2C Donald and Mitch.  The next day%2C Detective Jackson learned that Janet was not involved in the crime%2C since she was out of the state when the murder happened."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,13,"experiment",0,2,"Res","U","D","Edna bought a ceramic vase.  One day%2C Edna's puppy ran into the vase and broke off the handle. Fortunately%2C Edna had some glue. "
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,14,"experiment",99,101.5,"Good","Filler","D","Lisa's girlfriend was coming over for dinner. Lisa knew she hated spicy food."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,15,"experiment",77,3,"Res","VPO","D","Amy got a doll for her birthday.  The doll wore a purple hat which Amy loved. While she was asleep%2C her big brother found it and took off the doll's purple hat.  The next morning Amy found her doll not wearing its hat."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,16,"experiment",0,102,"Bad","Filler","D","Reggie's pet parrot died.  It was a beautiful bird%2C but died young."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,17,"experiment",88,4,"Res","VOP","D","Gwen bought a container of strawberries at the store.  As she was unloading her groceries at home%2C the lid to the strawberries came open and the berries spilled out of the container onto Gwen's counter. "
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,18,"experiment",99,102.5,"Good","Filler","D","It was Nancy's birthday%2C and Nancy's grandmother called to say she would come by to bring her a cake."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,19,"experiment",0,5,"Rep","U","D","Tammy's dad bought a new blender.  It required assembly and he put it together the same day. Tammy%2C who loved mechanical things%2C then discovered it and took it completely apart%2C to learn how it works. Fortunately%2C Tammy's dad found all the pieces. "
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,20,"experiment",0,103,"Bad","Filler","D","The week before the state test%2C each student in Ashley's class was assigned a different teacher to help them prepare. During the week%2C a snowstorm struck and many of the teachers had to stay home."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,21,"experiment",65,6,"Rep","VPO","D","Oscar made a stuffed animal for his kitten to play with%2C sewing together the outside and then putting in foam stuffing. The kitten was so rough with it that%2C by the next day%2C the kitten had pulled out all of the toy's stuffing.  Oscar discovered the empty outside cover."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,22,"experiment",99,103.5,"Good","Filler","D","It was a great New Year's Eve party. Kate%2C though%2C had several more drinks than she should have.  Mary felt bad for her."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,23,"experiment",99,7,"Rep","VOP","D","Marlon arrived at the swimming pool. As he was taking off his shoes%2C the neighborhood bully came by and pushed him in the pool.  He climbed back out%2C still in his shoes and shirt.  Just as got out though%2C the bully came by a second time. "
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,24,"experiment",0,104,"Bad","Filler","D","It was Christmastime and Deirdre's mom had just baked her special fruitcake.  All of Deirdre's sisters absolutely love fruitcake. "
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,25,"experiment",0,8,"Res","U","D","Dennis brought Carol a Christmas tree and he put it up in her living room.  That night%2C Carol's cat bumped into the tree and knocked it down.  Carol found it on the floor the next day."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,26,"experiment",99,104.5,"Good","Filler","D","Aria's brother wanted her to hear a new rap album just out.  He played for her the first four tracks before she stopped him%2C because she had to go to work."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,27,"experiment",66,9,"Res","VPO","D","One day%2C a stray cat Gloria had never seen before began meowing outside her door.  Gloria's dad  opened the door and the cat walked in.  Gloria's dad soon decided that he didn't like the cat and sent it outside.  The next morning%2C Gloria discovered the cat back on their doorstep."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,28,"experiment",0,105,"Bad","Filler","D","Professor Kaur offered an extra help session every Wednesday at 4:00.  During the whole semester%2C not a single student ever showed up."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,29,"experiment",99,10,"Res","VOP","D","Mandy bought a brand new bicycle that came with a bell on the handlebar.  One day%2C she parked her bike at the grocery store and went in to shop.  When she emerged%2C she found the bell on the ground next to her bike.  Someone had knocked it off.  Mandy rode home and got out her tools."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,30,"experiment",99,105.5,"Good","Filler","D","Doug and his friends believed that it was Marvin who had told the teacher that they cheated on the test.  Later they found out that Marvin hadn't done it."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,31,"experiment",0,11,"Rep","U","D","Doug took his canoe out for a trip around his favorite lake.   Along the way%2C he came across an injured duck floating in the water%2C and decided to take it to the park ranger station.  He lifted it in the canoe.  The duck%2C dazed and injured%2C stumbled on the edge of the canoe and then fell back into the water.  Doug maneuvered  the canoe around to where the duck lay in the water."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,32,"experiment",0,106,"Bad","Filler","D","When she turned 14%2C Gwen began listening to rap and has loved it ever since."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,33,"experiment",63,12,"Rep","VPO","D","Martha bought a jar of Nutella.  She opened%2C it and had a spoonful.  She found the lid and put it back on. That afternoon%2C her brother found it and ate half the jar%2C leaving the lid on the counter.  Martha was furious."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,34,"experiment",99,106.5,"Good","Filler","D","Chemistry was easy for Jenna who usually got good grades without studying.  On her last quiz%2C however%2C Jenna struggled and received a D."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,35,"experiment",99,13,"Rep","VOP","D","Soon after the start of Ellen's soccer game%2C she received a pass on the right side and brought the ball down the field.  Just then%2C an opposing player put a shoulder into Ellen%2C knocking her down and causing her to lose the ball.  She got up to recover the ball%2C but the same player put a shoulder into her a second time."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,36,"experiment",0,107,"Bad","Filler","D","Throughout high school Dennis secretly loved his friend%2C Tammy%2C who had never loved him in return%2C and never would.  One day%2C Tammy told him she was dating Jasper."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,37,"experiment",0,14,"Res","U","D","Mr. Avery decided to create a little pond in his backyard next to his flower garden.  He spent the afternoon digging a 4-foot wide basin.  That night a rainstorm came and filled up the pond.  Soon%2C a long heat wave dried up the little pond.  Mr. Avery got out the garden hose."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,38,"experiment",99,107.5,"Good","Filler","D","Sarah's surgery was scheduled for noon on Friday. The doctor told her not to eat on the day of the surgery.  Sarah did as he asked and didn't eat anything."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,39,"experiment",72,15,"Res","VPO","D","Dr. Arroyo had just put the final touches on her new creation%2C a supercomputer.  The next day%2C the University President came to a ceremony at her lab%2C walked up to the computer and turned it on for the first time.  That night%2C however%2C the computer glitched and shut down.  Dr. Arroyo came to her lab the next morning and fixed the problem."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,40,"experiment",99,108,"Bad","Filler","D","Sally%2C a high school student%2C was applying for a summer internship. She asked all of her teachers to write her a recommendation letter.  Some said they would love to%2C but others refused."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,41,"experiment",99,16,"Res","VOP","D","In the attic%2C Carl discovered an old photo of his grandmother.  He put it on a bookshelf in the family room.  That night%2C his cat found the photo and tore it to pieces with its claws.  Carl found the destroyed photo the next day."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,42,"experiment",99,108.5,"Good","Filler","D","Tina and her boyfriend%2C Leo%2C went out for a drive in the country. After a while they found a country store and went in.  Tina bought some candy and a few apples."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,43,"experiment",0,17,"Rep","U","D","While Charlotte was fishing with her dad%2C she caught a plump%2C 11-inch bass. She carried the fish over to a bucket on the dock and put it in.  Suddenly the fish jumped out of the bucket%2C landing on the dock.  Charlotte picked it up and walked back over to the bucket."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,44,"experiment",0,109,"Bad","Filler","D","Lenny was excited to watch the basketball championship game and invited his friends over.  Everyone had work to do%2C though%2C and none of his friends could make it."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,45,"experiment",9,18,"Rep","VPO","D","It was the first day of fall exam week at Kennedy High School.  Principal Chen printed a sign  asking students to please be as quiet as possible in the halls.  He taped it up on the front door. As he left for lunch that day%2C he found the sign ripped down%2C lying on the front steps."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,46,"experiment",23,109.5,"Good","Filler","D","Liam and his friend Nate each have two older sisters.  Liam's sisters are nice and get along well with each other and with Liam."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,47,"experiment",99,19,"Rep","VOP","D","In a tree in Dashaun's backyard%2C a pair of robins built a nest and the mother soon laid an egg%2C which hatched. One day%2C when the parents were away from the nest%2C the baby bird fell out of the nest.  Dashaun got a ladder from the garage%2C picked up the bird and carried it up to the nest.  The next day%2C Dashaun noticed that the bird had fallen out of the nest a second time."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,48,"experiment",0,110,"Bad","Filler","D","Lucy's two daughters normally like exactly the same foods.  But they differ when it comes to sushi%2C which Emily loves but Monica hates."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,49,"experiment",0,20,"Res","U","D","Cameron was looking forward to the burrito he had just bought.  As he unwrapped it%2C one of the corners of the burrito came open and a piece of chicken stuck out.  Cameron was annoyed."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,50,"experiment",99,110.5,"Good","Filler","D","When they were little%2C Sam and his brother thought that Burger King was a real person."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,51,"experiment",71,21,"Res","VPO","D","Melissa finally spotted a parking space.  It was near where some workers were doing road repairs.  As she was backing in%2C she knocked over an orange traffic cone.  As she climbed out of the car%2C she noticed the cone tipped over behind her car."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,52,"experiment",0,111,"Bad","Filler","D","Becky was an all star at calculus--the top student that all the other students came to for help. Fortunately for all the students%2C the midterm was much easier than everyone expected."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,53,"experiment",61,22,"Res","VOP","D","Denise%2C a pre-school teacher%2C was supervising children playing in the schoolyard.  Four-year-old Raquel tripped%2C fell down and began crying. Denise ran to her."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,54,"experiment",41,111.5,"Good","Filler","D","Tony and Margaret were about to give their big presentation. Tony%2C who was more nervous than Margaret%2C was sweating and couldn't keep his hands still."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,55,"experiment",0,23,"Rep","U","D","It was time to clean the gutters on Amanda's house.  She got a ladder from the garage and put it up on the side of the house.  As Amanda was gathering her tools before climbing the ladder%2C her dog bumped the ladder%2C knocking it over.  Amanda cursed."
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,56,"experiment",99,112,"Bad","Filler","D","Julie%2C a zoologist%2C explained that female baboons' chests get red when they are pregnant.  But other things can cause a reddened chest%2C too. "
60,18,"Female","Kapampangan","My English is stronger.","It's my first language",NA,57,"experiment",99,24,"Rep","VPO","D","Sam and Alex decided to celebrate their anniversary with a bottle of wine and a picnic in the park.  Sam uncorked the bottle and served the wine.   When it was time to go%2C there was still wine in the bottle%2C so Sam put the cork back in and took the bottle home%2C where they had another glass of the wine.  At the end of the evening%2C they still had a bit of the wine left%2C which Sam decided to save."
61,20,"Male",NA,"My English is stronger.","2",NA,10,"experiment",99,100.5,"Good","Filler","E","Manuel and his daughter Violet went out for dinner.  Manuel encourages his family not to eat meat."
61,20,"Male",NA,"My English is stronger.","2",NA,11,"experiment",99,1,"Rep","VPO","E","Maria was playing ball on the sidewalk.  Her mischievous older brother%2C Alex%2C came by and knocked her down.  She then got up.  Soon%2C Alex came jogging around the corner a second time."
61,20,"Male",NA,"My English is stronger.","2",NA,12,"experiment",0,101,"Bad","Filler","E","Detective Jackson narrowed the murder suspects to just four: Louis%2C Janet%2C Donald and Mitch.  The next day%2C Detective Jackson learned that Janet was not involved in the crime%2C since she was out of the state when the murder happened."
61,20,"Male",NA,"My English is stronger.","2",NA,13,"experiment",99,2,"Rep","VOP","E","Edna bought a ceramic vase.  One day%2C Edna's puppy ran into the vase and broke off the handle. Edna glued it back on%2C but a week later her cat broke the handle. "
61,20,"Male",NA,"My English is stronger.","2",NA,14,"experiment",99,101.5,"Good","Filler","E","Lisa's girlfriend was coming over for dinner. Lisa knew she hated spicy food."
61,20,"Male",NA,"My English is stronger.","2",NA,15,"experiment",0,3,"Res","U","E","Amy got a doll for her birthday.  The doll wore a purple hat which Amy loved. While she was asleep%2C her big brother found it and took off the doll's purple hat.  The next morning Amy found her doll not wearing its hat."
61,20,"Male",NA,"My English is stronger.","2",NA,16,"experiment",0,102,"Bad","Filler","E","Reggie's pet parrot died.  It was a beautiful bird%2C but died young."
61,20,"Male",NA,"My English is stronger.","2",NA,17,"experiment",78,4,"Res","VPO","E","Gwen bought a container of strawberries at the store.  As she was unloading her groceries at home%2C the lid to the strawberries came open and the berries spilled out of the container onto Gwen's counter. "
61,20,"Male",NA,"My English is stronger.","2",NA,18,"experiment",99,102.5,"Good","Filler","E","It was Nancy's birthday%2C and Nancy's grandmother called to say she would come by to bring her a cake."
61,20,"Male",NA,"My English is stronger.","2",NA,19,"experiment",99,5,"Res","VOP","E","Tammy's dad bought a new blender.  Tammy%2C who loved mechanical things%2C discovered it and took it completely apart%2C to learn how it works. Fortunately%2C Tammy's dad found all the pieces."
61,20,"Male",NA,"My English is stronger.","2",NA,20,"experiment",55,103,"Bad","Filler","E","The week before the state test%2C each student in Ashley's class was assigned a different teacher to help them prepare. During the week%2C a snowstorm struck and many of the teachers had to stay home."
61,20,"Male",NA,"My English is stronger.","2",NA,21,"experiment",0,6,"Rep","U","E","Oscar made a stuffed animal for his kitten to play with%2C sewing together the outside and then putting in foam stuffing. The kitten was so rough with it that%2C by the next day%2C the kitten had pulled out all of the toy's stuffing.  Oscar discovered the empty outside cover."
61,20,"Male",NA,"My English is stronger.","2",NA,22,"experiment",99,103.5,"Good","Filler","E","It was a great New Year's Eve party. Kate%2C though%2C had several more drinks than she should have.  Mary felt bad for her."
61,20,"Male",NA,"My English is stronger.","2",NA,23,"experiment",75,7,"Rep","VPO","E","Marlon arrived at the swimming pool. As he was taking off his shoes%2C the neighborhood bully came by and pushed him in the pool.  He climbed back out%2C still in his shoes and shirt.  Just as got out though%2C the bully came by a second time. "
61,20,"Male",NA,"My English is stronger.","2",NA,24,"experiment",0,104,"Bad","Filler","E","It was Christmastime and Deirdre's mom had just baked her special fruitcake.  All of Deirdre's sisters absolutely love fruitcake. "
61,20,"Male",NA,"My English is stronger.","2",NA,25,"experiment",99,8,"Rep","VOP","E","Carol bought a Christmas tree and put it up in her living room.  That night%2C Carol's cat bumped into the tree and knocked it down.  Carol found it on the floor the next day."
61,20,"Male",NA,"My English is stronger.","2",NA,26,"experiment",99,104.5,"Good","Filler","E","Aria's brother wanted her to hear a new rap album just out.  He played for her the first four tracks before she stopped him%2C because she had to go to work."
61,20,"Male",NA,"My English is stronger.","2",NA,27,"experiment",0,9,"Res","U","E","One day%2C a stray cat Gloria had never seen before began meowing outside her door.  Gloria's dad  opened the door and the cat walked in.  Gloria's dad soon decided that he didn't like the cat and sent it outside.  The next morning%2C Gloria discovered the cat back on their doorstep."
61,20,"Male",NA,"My English is stronger.","2",NA,28,"experiment",3,105,"Bad","Filler","E","Professor Kaur offered an extra help session every Wednesday at 4:00.  During the whole semester%2C not a single student ever showed up."
61,20,"Male",NA,"My English is stronger.","2",NA,29,"experiment",92,10,"Res","VPO","E","Mandy bought a brand new bicycle that came with a bell on the handlebar.  One day%2C she parked her bike at the grocery store and went in to shop.  When she emerged%2C she found the bell on the ground next to her bike.  Someone had knocked it off.  Mandy rode home and got out her tools."
61,20,"Male",NA,"My English is stronger.","2",NA,30,"experiment",99,105.5,"Good","Filler","E","Doug and his friends believed that it was Marvin who had told the teacher that they cheated on the test.  Later they found out that Marvin hadn't done it."
61,20,"Male",NA,"My English is stronger.","2",NA,31,"experiment",0,11,"Res","VOP","E","Doug took his canoe out for a trip around his favorite lake.   All of a sudden%2C a young duck crash landed inside his canoe%2C having apparently just gotten tangled in a power line above.  The duck%2C dazed and injured%2C stumbled on the edge of the canoe and then fell into the water.  Doug decided to take the duck to the park ranger station."
61,20,"Male",NA,"My English is stronger.","2",NA,32,"experiment",0,106,"Bad","Filler","E","When she turned 14%2C Gwen began listening to rap and has loved it ever since."
61,20,"Male",NA,"My English is stronger.","2",NA,33,"experiment",0,12,"Rep","U","E","Martha bought a jar of Nutella.  She opened%2C it and had a spoonful.  She found the lid and put it back on. That afternoon%2C her brother found it and ate half the jar%2C leaving the lid on the counter.  Martha was furious."
61,20,"Male",NA,"My English is stronger.","2",NA,34,"experiment",99,106.5,"Good","Filler","E","Chemistry was easy for Jenna who usually got good grades without studying.  On her last quiz%2C however%2C Jenna struggled and received a D."
61,20,"Male",NA,"My English is stronger.","2",NA,35,"experiment",71,13,"Rep","VPO","E","Soon after the start of Ellen's soccer game%2C she received a pass on the right side and brought the ball down the field.  Just then%2C an opposing player put a shoulder into Ellen%2C knocking her down and causing her to lose the ball.  She got up to recover the ball%2C but the same player put a shoulder into her a second time."
61,20,"Male",NA,"My English is stronger.","2",NA,36,"experiment",96,107,"Bad","Filler","E","Throughout high school Dennis secretly loved his friend%2C Tammy%2C who had never loved him in return%2C and never would.  One day%2C Tammy told him she was dating Jasper."
61,20,"Male",NA,"My English is stronger.","2",NA,37,"experiment",99,14,"Rep","VOP","E","Mr. Avery decided to create a little pond in his backyard next to his flower garden.  He spent the afternoon digging a 4-foot wide basin%2C and filled it up with a garden hose.   Soon%2C a long heat wave dried up the little pond.  Mr. Avery got out the garden hose."
61,20,"Male",NA,"My English is stronger.","2",NA,38,"experiment",99,107.5,"Good","Filler","E","Sarah's surgery was scheduled for noon on Friday. The doctor told her not to eat on the day of the surgery.  Sarah did as he asked and didn't eat anything."
61,20,"Male",NA,"My English is stronger.","2",NA,39,"experiment",0,15,"Res","U","E","Dr. Arroyo had just put the final touches on her new creation%2C a supercomputer.  The next day%2C the University President came to a ceremony at her lab%2C walked up to the computer and turned it on for the first time.  That night%2C however%2C the computer glitched and shut down.  Dr. Arroyo came to her lab the next morning and fixed the problem."
61,20,"Male",NA,"My English is stronger.","2",NA,40,"experiment",99,108,"Bad","Filler","E","Sally%2C a high school student%2C was applying for a summer internship. She asked all of her teachers to write her a recommendation letter.  Some said they would love to%2C but others refused."
61,20,"Male",NA,"My English is stronger.","2",NA,41,"experiment",78,16,"Res","VPO","E","In the attic%2C Carl discovered an old photo of his grandmother.  He put it on a bookshelf in the family room.  That night%2C his cat found the photo and tore it to pieces with its claws.  Carl found the destroyed photo the next day."
61,20,"Male",NA,"My English is stronger.","2",NA,42,"experiment",99,108.5,"Good","Filler","E","Tina and her boyfriend%2C Leo%2C went out for a drive in the country. After a while they found a country store and went in.  Tina bought some candy and a few apples."
61,20,"Male",NA,"My English is stronger.","2",NA,43,"experiment",99,17,"Res","VOP","E","While Charlotte was fishing with her dad%2C she caught a plump%2C 11-inch bass.  Her dad put it in a bucket on the dock.  Suddenly the fish jumped out of the bucket%2C landing on the dock.  Charlotte picked it up and walked over to the bucket."
61,20,"Male",NA,"My English is stronger.","2",NA,44,"experiment",21,109,"Bad","Filler","E","Lenny was excited to watch the basketball championship game and invited his friends over.  Everyone had work to do%2C though%2C and none of his friends could make it."
61,20,"Male",NA,"My English is stronger.","2",NA,45,"experiment",0,18,"Rep","U","E","It was the first day of fall exam week at Kennedy High School.  Principal Chen printed a sign  asking students to please be as quiet as possible in the halls.  He taped it up on the front door. As he left for lunch that day%2C he found the sign ripped down%2C lying on the front steps."
61,20,"Male",NA,"My English is stronger.","2",NA,46,"experiment",99,109.5,"Good","Filler","E","Liam and his friend Nate each have two older sisters.  Liam's sisters are nice and get along well with each other and with Liam."
61,20,"Male",NA,"My English is stronger.","2",NA,47,"experiment",99,19,"Rep","VPO","E","In a tree in Dashaun's backyard%2C a pair of robins built a nest and the mother soon laid an egg%2C which hatched. One day%2C when the parents were away from the nest%2C the baby bird fell out of the nest.  Dashaun got a ladder from the garage%2C picked up the bird and carried it up to the nest.  The next day%2C Dashaun noticed that the bird had fallen out of the nest a second time."
61,20,"Male",NA,"My English is stronger.","2",NA,48,"experiment",0,110,"Bad","Filler","E","Lucy's two daughters normally like exactly the same foods.  But they differ when it comes to sushi%2C which Emily loves but Monica hates."
61,20,"Male",NA,"My English is stronger.","2",NA,49,"experiment",99,20,"Rep","VOP","E","Cameron was looking forward to the burrito he had just bought.  As he unwrapped it%2C one of the corners of the burrito came open and a piece of chicken stuck out.  He tucked it back in.  He picked up the burrito to dip it in some sauce%2C and the piece of chicken poked back out.  Cameron was annoyed."
61,20,"Male",NA,"My English is stronger.","2",NA,50,"experiment",99,110.5,"Good","Filler","E","When they were little%2C Sam and his brother thought that Burger King was a real person."
61,20,"Male",NA,"My English is stronger.","2",NA,51,"experiment",0,21,"Res","U","E","Melissa finally spotted a parking space.  It was near where some workers were doing road repairs.  As she was backing in%2C she knocked over an orange traffic cone.  As she climbed out of the car%2C she noticed the cone tipped over behind her car."
61,20,"Male",NA,"My English is stronger.","2",NA,52,"experiment",70,111,"Bad","Filler","E","Becky was an all star at calculus--the top student that all the other students came to for help. Fortunately for all the students%2C the midterm was much easier than everyone expected."
61,20,"Male",NA,"My English is stronger.","2",NA,53,"experiment",8,22,"Res","VPO","E","Denise%2C a pre-school teacher%2C was supervising children playing in the schoolyard.  Four-year-old Raquel tripped%2C fell down and began crying. Denise ran to her."
61,20,"Male",NA,"My English is stronger.","2",NA,54,"experiment",30,111.5,"Good","Filler","E","Tony and Margaret were about to give their big presentation. Tony%2C who was more nervous than Margaret%2C was sweating and couldn't keep his hands still."
61,20,"Male",NA,"My English is stronger.","2",NA,55,"experiment",97,23,"Res","VOP","E","It was time to clean the gutters on Amanda's house.  Her son got a ladder from the garage and put it up on the side of the house.  As Amanda was gathering her tools before climbing the ladder%2C her dog bumped the ladder%2C knocking it over.  Amanda cursed."
61,20,"Male",NA,"My English is stronger.","2",NA,56,"experiment",53,112,"Bad","Filler","E","Julie%2C a zoologist%2C explained that female baboons' chests get red when they are pregnant.  But other things can cause a reddened chest%2C too. "
61,20,"Male",NA,"My English is stronger.","2",NA,57,"experiment",0,24,"Rep","U","E","Sam and Alex decided to celebrate their anniversary with a bottle of wine and a picnic in the park.  Sam uncorked the bottle and served the wine.   When it was time to go%2C there was still wine in the bottle%2C so Sam put the cork back in and took the bottle home%2C where they had another glass of the wine.  At the end of the evening%2C they still had a bit of the wine left%2C which Sam decided to save."
